Kod_Kursus,Nama_Kursus,Tahun_Kursus,Tempoh_Kursus,Bidang,Sub_Bidang,Skim_Gred,Skim_Kod,Nama_Skim
ETA0002,KURSUS TEKNOLOGI TANAMAN FERTIGASI MELON MANIS TERENGGANU (UPSKILLING GS),2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,DG54,D,Pendidikan
EWA0001,KURSUS TEKNOLOGI TANAMAN ASAS HIDROPONIK (NFT) SAYURAN BERDAUN (UPSKILLING-GS),2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,DH54,D,Pendidikan
FZA0002,Kursus Profesionalisme Diri Unggul,2021,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,DV29,D,Pendidikan
FZA0010,Kursus Asas Keusahawanan,2022,3,PERNIAGAAN,Import Eksport,DG44,D,Pendidikan
IAA0001,KURSUS FORMULASI DAN PEMBUATAN MAKANAN TERNAKAN RUMINAN (UPSKILLING-PP),2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,DG41,D,Pendidikan
IAA0012,KURSUS PEMANTAPAN POTENSI AGROPELANCONGAN (UPSKILLING-GS),2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,DG41,D,Pendidikan
IAA0014,KURSUS TEKNOLOGI TERNAKAN KAMBING TENUSU (UPSKILLING-GS),2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,DG54,D,Pendidikan
IEA0024,KURSUS PENGOPERASIAN SISTEM LINE ARRAY,2024,4,PENYIARAN,KEJURUTERAAN RADIO,DV29,D,Pendidikan
IIA0001,KURSUS ARTIFICIAL INTELLIGENCE (AI) PROGRAMMING FOR AGRICULTURE APPLICATIONS,2022,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,DV29,D,Pendidikan
IIA0010,KURSUS PENGURUSAN PEROLEHAN - SURAT SETUJU TERIMA (SST) DAN KONTRAK,2022,2,KEWANGAN,Perolehan,DV22,D,Pendidikan
IIA0017,KURSUS PEMBINAAN SOAL SELIDIK BAGI PELAKSANAAN KAJIAN,2022,1,KAJIAN KES,Kajian Kes,D51,D,Pendidikan
IIA0031,KURSUS TEKNOLOGI TANAMAN NANGKA,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,DG44,D,Pendidikan
IIA0041,KURSUS MEREKA BENTUK & PENILAIAN TEKNIKAL SISTEM SOLAR,2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,DV29,D,Pendidikan
IIA0047,KURSUS KULTUR TISU TUMBUHAN,2023,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,DH44,D,Pendidikan
ISA0004,KURSUS JURUACARA PROFESIONAL,2024,2,KOMUNIKASI,Pengucapan Awam,DG44,D,Pendidikan
ISA0006,KURSUS PENGURUSAN MEDIA,2024,3,KOMUNIKASI,KOMUNIKASI MEDIA BAHARU,DG44,D,Pendidikan
KAA0003,Kursus Master of Ceremonies,2021,1,KOMUNIKASI,Protokol dan Pengurusan Majlis,DG41,D,Pendidikan
KAA0005,Kursus Design Thinking for Creative Problem Solving,2021,1,INOVASI DAN KREATIVITI,Pengkomersialan inovasi,DG41,D,Pendidikan
KAA0018,Kursus Floor Manager (FM) dalam Pengurusan Majlis Institut Tadbiran Awam Negara,2023,1,PENGURUSAN,Kualiti,DG41,D,Pendidikan
KAB0001,Bengkel Train The Trainer Pegawai INTAN,2021,4,PEMBANGUNAN LATIHAN,Pengurusan Latihan,DG41,D,Pendidikan
KBA0004,Power Up Your English Series: Effective Oral Presentation,2021,4,BAHASA,English,DG48,D,Pendidikan
KBA0010,Bahasa Mandarin untuk Pegawai Imigresen,2022,5,BAHASA,Mandarin,D44,D,Pendidikan
KCA0006,Kursus RBTCS: Internet of Things (IoT) with Datascience,2020,3,ICT,Pengurusan Rangkaian,DH41,D,Pendidikan
KCA0009,Kursus RBTCS: Microsoft Visio 2016,2020,2,ICT,Pengurusan Maklumat,DH41,D,Pendidikan
KCA0011,Kursus RBTCS: Digital Forensic,2021,2,ICT,Pengurusan Keselamatan ICT,DV42,D,Pendidikan
KCA0014,Kursus RBTCS: CompTIA IT Fundamentals (ITF+),2021,3,ICT,Produktiviti Desktop,DH41,D,Pendidikan
KCA0018,Kursus Asas Penilaian Risiko (ICT),2021,1,ICT,Pengurusan Keselamatan ICT,DG44,D,Pendidikan
KCA0021,Kursus Pengurusan Kemudahan ICT dan Infrastruktur (Pengurusan Pusat Data: Pengoperasian),2021,3,ICT,Pengurusan Pusat Data,DG44,D,Pendidikan
KCA0030,Kursus Pemulihan Bencana (ICT),2021,1,ICT,Pengurusan Keselamatan ICT,DG44,D,Pendidikan
KCA0031,Kursus RBTCS: CompTIA A+,2021,5,ICT,Produktiviti Desktop,DH44,D,Pendidikan
KCA0032,Kursus RBTCS: Agile Project Management Foundation,2021,2,ICT,Pengurusan Projek ICT,DH44,D,Pendidikan
KCA0040,Kursus Pengenalan Analisis dan Rekabentuk Sistem Menggunakan Object Oriented Approach,2021,2,ICT,Pembangunan Sistem,DV29,D,Pendidikan
KCA0042,Kursus RBTCS: IR4.0 - IT System Integration,2021,2,ICT,Pengurusan Projek ICT,DV44,D,Pendidikan
KCA0045,Kursus RBTCS: Agile Developer,2021,3,ICT,Pembangunan Sistem,DV44,D,Pendidikan
KCA0048,Kursus RBTCS: Network Forensic with Wireshark,2021,3,ICT,Pengurusan Rangkaian,DH44,D,Pendidikan
KCA0050,Kursus RBTCS: Internet Protocol version 6 (IPv6),2021,3,ICT,Pengurusan Rangkaian,DH48,D,Pendidikan
KCA0051,Kursus RBTCS: IT Change Management Foundations,2021,2,ICT,Pengurusan Strategik ICT,DV42,D,Pendidikan
KCA0055,Kursus RBTCS: EC-Council Certified Security Specialist (ECSS),2021,5,ICT,Pengurusan Keselamatan ICT,DV44,D,Pendidikan
KCA0061,Kursus PHP Framework Laravel Lanjutan: Intermediate To Advanced,2023,5,ICT,Pembangunan Sistem,DV48,D,Pendidikan
KCA0062,Kursus Asas Robotic Process Automation (RPA),2023,3,ICT,Pembangunan Sistem,D44,D,Pendidikan
KCA0066,Kursus RBTCS : Comptia Project +,2021,5,ICT,Pengurusan Projek ICT,DH48,D,Pendidikan
KCA0067,Kursus Video Editing,2021,3,PENERBITAN,Creative Image/Video,DH41,D,Pendidikan
KCA0073,Bengkel Pengumpulan Keperluan Sistem Peperiksaan Dalam Talian INTAN,2021,2,ICT,Pembangunan Sistem,DG41,D,Pendidikan
KCA0077,Bengkel Pembangunan Modul Latihan IR4.0,2022,2,ICT,Pengurusan Maklumat,DG48,D,Pendidikan
KCA0081,Kursus IR4.0: Digital Forensic and Evidence,2022,2,ICT,Pengurusan Keselamatan ICT,DG48,D,Pendidikan
KCA0099,Kursus Teknikal Blockchain,2022,3,ICT,Pengurusan Pusat Data,D44,D,Pendidikan
KCA0101,Kursus IR 4.0 : Foundations Of Blockchain,2023,3,ICT,Pengurusan Pusat Data,D44,D,Pendidikan
KCA0103,Kursus Train of Trainer: Blockchain (Tahap Asas),2023,3,ICT,Pengurusan Pangkalan Data,DG44,D,Pendidikan
KCA0113,Bengkel Pra-Semakan Kandungan Bahan Kursus E-Pembelajaran Sektor Awam (EPSA),2023,2,ICT,Pembangunan Bahan Kursus,DG48,D,Pendidikan
KCA0115,Kursus IR4.0 : Intermediate Blockchain Solutions,2023,3,ICT,Pengurusan Pusat Data,DH44,D,Pendidikan
KCA0116,Kursus Pertengahan Robotic Process Automation (RPA),2023,3,ICT,Pembangunan Sistem,D44,D,Pendidikan
KCA0119,Kursus Bahasa Pemodelan Enterprise Architecture,2023,2,ICT,Pengurusan Strategik ICT,DS52,D,Pendidikan
KCA0122,Kursus Business Data Analytics with Excel,2023,3,ICT,Sains Data,DV44,D,Pendidikan
KCA0126,Kursus Train of Trainer: Pemantauan Keselamatan Maklumat,2023,3,ICT,Pengurusan Keselamatan ICT,D44,D,Pendidikan
KCA0129,Kursus Training of Trainers IoT (Intermediate),2023,3,ICT,Pengurusan Rangkaian,DV38,D,Pendidikan
KCA0137,Bengkel Pembudayaan Industrial Revolution (IR) 4.0,2024,2,ICT,Pengurusan Maklumat,DH52,D,Pendidikan
KCB0001,RBTCS: CompTIA Security+ and Examination,2021,8,ICT,Pengurusan Keselamatan ICT,DG48,D,Pendidikan
KCB0002,Certified Tester Foundation Level (CTFL),2020,5,ICT,Pembangunan Sistem,D52,D,Pendidikan
KCB0003,Certified Tester Advanced Level (CTAL),2021,11,ICT,Pembangunan Sistem,DM52,D,Pendidikan
KCB0005,RBTCS: CompTIA A+ (Exam),2021,8,ICT,Produktiviti Desktop,DV29,D,Pendidikan
KCB0011,Certified Professional for Requirements Engineering (CPRE),2021,5,ICT,Pembangunan Sistem,DV44,D,Pendidikan
KCB0013,Kursus RBTCS : ISO/IEC 27001:2013 ISMS – Documentation & Security Matrix,2021,3,ICT,Pengurusan Keselamatan ICT,D29,D,Pendidikan
KCB0016,Bengkel Pengumpulan Keperluan Sistem Ilms,2021,1,ICT,Pengurusan Projek ICT,DG41,D,Pendidikan
KCB0021,Kursus RBTCS: Pengurusan Keselamatan Maklumat ISMS ISO 27001 : 2022 Keperluan Baharu,2022,2,ICT,Pengurusan Keselamatan ICT,DG52,D,Pendidikan
KCB0022,Kursus Asas Pengaturcaraan PHP Laravel Framework,2023,3,ICT,Pembangunan Sistem,DV36,D,Pendidikan
KCB0027,Kursus Pensijilan Tahap Pertengahan IoT - Certified Microsoft Azure Fundamentals,2023,3,ICT,Pengurusan Rangkaian,DV36,D,Pendidikan
KCB0028,Kursus Persijilan Tahap Pertengahan Blockchain,2023,3,ICT,Pengurusan Pusat Data,DH41,D,Pendidikan
KEA0018,BENGKEL PERSEDIAAN PENSIJILAN TAHAP 1 ANTI BRIBERY MANAGEMENT SYSTEM MS ISO 37001: 2016,2023,3,PENGURUSAN,Krisis Dan Konflik,DG52,D,Pendidikan
KEA0021,Kursus Perundangan dan Teori Psikologi,2023,3,PSIKOLOGI,Psikologi Dan Minda,DG48,D,Pendidikan
KFA0043,Kursus Analisis Kos-Faedah Kewangan (Cost Benefit Analysis),2023,3,KEWANGAN,Kewangan,DU56,D,Pendidikan
KLA0004,BENGKEL PEMURNIAN KURSUS GREAT DALAM PERKHIDMATAN AWAM (GCS),2023,1,KEPIMPINAN,Kepimpinan,DG41,D,Pendidikan
KLA1003,Executive Leadership Assessment Programme (E-LEAP),2022,3,KEPIMPINAN,Kepimpinan,DG48,D,Pendidikan
KPB0001,Kursus Pensijilan Pengurusan Projek Awam Bersepadu (3PAB) Jangka Panjang,2021,26,DASAR,Pengurusan Projek,DG52,D,Pendidikan
KRB0001,BENGKEL PENULISAN KAJIAN KES PERKHIDMATAN AWAM,2023,2,PENYELIDIKAN,Penyelidikan,DG44,D,Pendidikan
KXA0016,Kursus Asas Pengenalan Keselamatan dan Pertahanan Bagi Penjawat Awam,2023,3,KESELAMATAN,Ketenteraman Awam,DH44,D,Pendidikan
KXA0017,Kursus Lanjutan Keselamatan dan Pertahanan Bagi Penjawat Awam,2023,5,KESELAMATAN,Ketenteraman Awam,DG41,D,Pendidikan
MMA0004,Kursus Tanaman Hidroponik NFT (Sayuran Berdaun) Siri 1- (Talent Pool),2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,DG44,D,Pendidikan
MMA0007,Kursus Pembenihan Ikan Air Tawar Siri 1 - (Talent Pool),2023,3,PERIKANAN,AKUAKULTUR,DG54,D,Pendidikan
SZA0007,Kursus RBTCS : Analyzing Data with Excel,2021,3,ICT,Pengurusan Maklumat,DH44,D,Pendidikan
SZA0010,Kursus RBTCS: Blockchain Awareness Programme,2021,1,ICT,Pengurusan Keselamatan ICT,DG41,D,Pendidikan
SZA0012,Kursus Human Resource Champions Modul 3: Pengurusan Tatatertib,2021,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),DG44,D,Pendidikan
SZA0016,Kursus Perundingan Berkesan,2021,3,KOMUNIKASI,Perundingan,DV29,D,Pendidikan
SZA0059,Kursus Pengaturcaraan (Asas),2024,3,ICT,Pembangunan Sistem,DV44,D,Pendidikan
TZA0003,Kursus Mastering Innovation Through Design Thinking,2021,3,PENGURUSAN,Perubahan,D44,D,Pendidikan
TZA0017,Kursus Horizon Baharu KIK,2023,3,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,DG44,D,Pendidikan
TZA0021,Kursus Audit Dalam Ekosistem Kondusif Sektor Awam (EKSA),2021,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),D44,D,Pendidikan
TZA0023,Kursus Penyeliaan Berkesan (Intensif),2021,4,KEPIMPINAN,Kepimpinan,DV30,D,Pendidikan
TZA0024,RBTCS Adobe InDesign CC (Basic – Advanced),2021,3,ICT,Pembangunan Sistem,DG44,D,Pendidikan
TZA0027,RBTCS  Database Fundamentals,2021,3,ICT,Pengurusan Pangkalan Data,DH44,D,Pendidikan
TZA0045,Bengkel Pemurnian Senarai Semak Indeks Akauntabiliti Berdasarkan Penemuan Audit,2022,4,KEWANGAN,Kewangan,DG48,D,Pendidikan
TZA0048,Kursus Leadership Plus,2022,3,KEPIMPINAN,Kepimpinan,DG48,D,Pendidikan
TZA0057,Bengkel Komunikasi Berkesan dan Persembahan Berimpak Tinggi,2023,2,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,DG48,D,Pendidikan
TZA0060,KURSUS PENGURUSAN PERKHIDMATAN PELANGGAN,2024,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,DV22,D,Pendidikan
UZA0030,Bengkel Futures Thinking and Scenario Planning (FTSP),2021,3,INOVASI DAN KREATIVITI,Pengkomersialan inovasi,D52,D,Pendidikan
UZA0032,Kursus Management Tools,2021,3,PENGURUSAN,Perubahan,DH54,D,Pendidikan
UZA0039,RBTCS: Security Fundamentals,2021,3,ICT,Pengurusan Keselamatan ICT,DV36,D,Pendidikan
UZA0062,Kursus Pengurusan Keselamatan Maklumat ISMS ISO 27001 : 2022 Keperluan Baharu,2023,2,ICT,Keselamatan dan Perlindungan Maklumat,DV48,D,Pendidikan
UZA0064,Kursus Santun Mengacara Majlis,2023,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,DG41,D,Pendidikan
WZA0020,Kecerdasan Minda Petugas Barisan Hadapan,2021,2,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,DV29,D,Pendidikan
WZA0031,Bengkel Menangani Pelanggan Bermasalah,2021,2,PENGURUSAN,Krisis Dan Konflik,DV44,D,Pendidikan
WZA0032,RBTCS : Maximizing Powerpivot Data Analysis,2021,3,ICT,Pengurusan Maklumat,DH48,D,Pendidikan
WZA0042,Bengkel Futures Thinking and Scenario Planning (FTSP),2023,2,PENGURUSAN,Perubahan,DG44,D,Pendidikan
WZA0059,Kursus Pembangunan Panel Penilai Horizon Baharu (KIK),2022,2,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,DV48,D,Pendidikan
WZA0064,RBTCS: Insight to Digital Marketing,2022,1,ICT,Pengurusan Maklumat,DH41,D,Pendidikan
WZA0071,Kursus Analisis Penyata Kewangan,2024,3,KEWANGAN,Kewangan,DG44,D,Pendidikan
AAA0020,KURSUS TEKNOLOGI DAN PENANAMAN FERTIGASI MELON (UPSKILLING-GS),2023,3,PERTANIAN,PENGURUSAN LADANG,E22,E,Ekonomi
CAA0017,KURSUS TEKNOLOGI PENGENDALIAN PERIKANAN PANTAI DAN KESELAMATAN (UPSKILLING-GS),2023,3,PERIKANAN,SUMBER PERIKANAN TANGKAPAN,E19,E,Ekonomi
CCA0016,PENGENALAN KEPADA BIOSEKURITI TUMBUHAN SIRI 1,2022,3,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,E29,E,Ekonomi
CCA0025,KURSUS PENYIASATAN PENGELUARAN PADI,2023,3,PERTANIAN,PENGURUSAN LADANG,E22,E,Ekonomi
CCA0026,PENGENALAN TEKNOLOGI DRON UNTUK APLIKASI PENGAMBILAN DATA DAN PEMETAAN PERTANIAN,2023,3,"SAINS, TEKNOLOGI DAN KEJURUTERAAN","Sains, Teknologi dan Kejuruteraan",E29,E,Ekonomi
CCA0051,"KURSUS PENGHASILAN KERTAS PEMBENTANGAN PROJEK DALAM BENTUK 2D, 3D DAN 4D MENGGUNAKAN PERISIAN REALTIME",2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,E29,E,Ekonomi
CCA0059,Kursus Pembimbing myGAP Skop Subsektor Tanaman Makanan (myGAP),2024,4,PERTANIAN,PENGEMBANGAN PERTANIAN,E32,E,Ekonomi
CCA0078,Kursus Matematik Pertanian,2024,2,PERTANIAN,PENGEMBANGAN PERTANIAN,E32,E,Ekonomi
DDA0018,Kursus Aplikasi GPS & GIS,2022,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,E29,E,Ekonomi
DDA0064,Kursus Rekabentuk Lanskap Kebun Bandar,2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,E19,E,Ekonomi
EBA0001,Kursus Hands On Meningkatkan Pengeluaran Dan Penuaian Cili Fertigasi Melalui Sistem IoT (Upskilling GS),2023,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,E19,E,Ekonomi
EEA0008,APLIKASI TEKNOLOGI MODEN DALAM PENGURUSAN PERIHAL GUNA TANAH,2022,3,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,E19,E,Ekonomi
EEA0012,VERTICAL FARMING,2022,3,PERTANIAN,PENGURUSAN LADANG,E29,E,Ekonomi
EEA0022,PENGENALAN BIOSEKURITI TUMBUHAN ZON SELATAN,2022,3,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,E29,E,Ekonomi
EEA0053,PENGURUSAN TANAH BERCERUN UNTUK AKTIVITI PERTANIAN,2023,3,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,E29,E,Ekonomi
EEA0057,"PENYIASATAN PENGELUARAN HASIL TANAMAN BUAH-BUAHAN, SAYURAN DAN TANAMAN LADANG (STL)",2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,E19,E,Ekonomi
EJA0003,KURSUS TEKNOLOGI TANAMAN FERTIGASI ROCK MELON (UPSKILLING GS),2023,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,E29,E,Ekonomi
ETA0001,KURSUS TEKNOLOGI TANAMAN ASAS FERTIGASI CILI (SIRI 4) - UPSKILLING GS,2023,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,E19,E,Ekonomi
HAA0003,Kursus Upskilling Facebook Ads (Upskilling/PP),2023,3,INDUSTRI MAKANAN,PEMASARAN DIGITAL,E19,E,Ekonomi
HAA0014,KURSUS PENINGKATAN PEMBEKALAN PEMBEKALAN HASIL KELUARAN PERTANIAN/PERTENAKAN BERKUALITI TINGGI - PENGENDALIAN PEMASARAN KOMIDITI (UPSKILLING/PP),2023,2,INDUSTRI MAKANAN,PEMASARAN DIGITAL,E44,E,Ekonomi
HAF1001,KURSUS TEKNIKAL KEMAHIRAN PENGAJARAN SECARA DIGITAL (ASAS) (UPSKILLING/PP),2023,3,INDUSTRI MAKANAN,PEMASARAN DIGITAL,E29,E,Ekonomi
IAA0002,KURSUS TEKNOLOGI IR 4.0 SMART FARMING (UPSKILLING-PP),2023,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,E41,E,Ekonomi
IAA0004,KURSUS UPSKILLING CROP CUTTING TEST (CCT) (UPSKILLING-PP),2023,4,PERTANIAN,PENGEMBANGAN PERTANIAN,E41,E,Ekonomi
IAA0005,PROGRAM PENYELARASAN GERAN TANAH DENGAN MAKGEO (UPSKILLING-PP),2023,4,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,E41,E,Ekonomi
IAA0006,KURSUS PENGURUSAN PELAKSANAAN PROJEK PERTANIAN (UPSKILLING-PP),2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,E44,E,Ekonomi
IIA0003,KURSUS TEKNOLOGI IR 4.0 DALAM PERTANIAN KILANG TANAMAN,2022,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,E29,E,Ekonomi
IIA0009,KURSUS INTERNET OF THINGS (IOT),2022,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,E29,E,Ekonomi
IIA0050,KURSUS PENGENALAN SUMBER AIR & REKABENTUK INFRASTRUKTUR SUMBER AIR,2023,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,E29,E,Ekonomi
KAA0010,KURSUS IMPLEMENTASI HACCP (UPSKILLING PP),2023,4,INDUSTRI MAKANAN,KUALITI DAN KESELAMATAN MAKANAN,E19,E,Ekonomi
KAA0011,KURSUS PENGENALAN BIOSEKURITI DAN APLIKASI DALAM SEKTOR AKUAKULTUR (UPSKILLING PP),2023,3,PERIKANAN,BIOSEKURITI PERIKANAN,E29,E,Ekonomi
KAA0015,Program Transformasi Minda,2023,5,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,E19,E,Ekonomi
KAA0019,KURSUS KEJURUTERAAN AKUAKULTUR - REKA BENTUK TEKNOLOGI SISTEM TERNAKAN AKUAKULTUR AIR TAWAR DAN MARIN (UPSKILLING PP),2023,3,PERIKANAN,AKUAKULTUR,E44,E,Ekonomi
KAA0020,KURSUS PENGENDALIAN MAKANAN KE ARAH PENSIJILAN (UPSKILLING PP),2023,3,INDUSTRI MAKANAN,KUALITI DAN KESELAMATAN MAKANAN,E32,E,Ekonomi
KCA0089,Bengkel Pembudayaan DTIMS,2022,1,ICT,Pengurusan Maklumat,E44,E,Ekonomi
KCA0118,"Kursus Kejuruteraan Sistem Aplikasi Sektor Awam (KRISA)- Fasa Rekabentuk, Pembangunan dan Pelaksanaan Sistem",2023,3,ICT,Pembangunan Sistem,E41,E,Ekonomi
KEA0022,BENGKEL PERSEDIAAN PENSIJILAN TAHAP 2 ANTI BRIBERY MANAGEMENT SYSTEM MS ISO 37001: 2016,2023,2,PENGURUSAN,Kualiti,E41,E,Ekonomi
KFA0020,Trade Analysis,2021,2,EKONOMI,Pengetahuan,E44,E,Ekonomi
KLA1005,Advanced Leadership Development and Assessment Programme (A-LEAP),2024,3,KEPIMPINAN,Kepimpinan,E54,E,Ekonomi
MMA0001,KURSUS PENGENDALIAN DRON BAGI AGRICULTURE DRONE PILOT (ADP) - (UPSKILLING PP),2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,E41,E,Ekonomi
PDA0002,PROGRAM SHARING HRMIS APPLICATION KNOWLEDGE & EXPERIENCE (SHARE) – ASSIST,2023,1,ICT,Pengurusan Maklumat,E41,E,Ekonomi
PDA0003,PROGRAM SHARING HRMIS APPLICATION KNOWLEDGE & EXPERIENCE (SHARE) – ASSIST (INSTALASI PERISIAN TARGIT 2021),2023,1,ICT,Pengurusan Maklumat,E29,E,Ekonomi
TZA0019,Kursus Negara Bangsa,2021,1,DASAR,Pengurusan Dasar Awam,E22,E,Ekonomi
TZA0039,"Kursus Ekosistem Kondusif Sektor Awam (EKSA): Prinsip, Prosedur dan Amalan",2021,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),E22,E,Ekonomi
TZA0062,KURSUS GAMIFIKASI DALAM PENYELIAAN PERSONEL,2024,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,E22,E,Ekonomi
BZA0067,Bengkel Penulisan Artikel Dan Rencana,2023,2,BAHASA,Bahasa Melayu,FA29,F,Sistem Maklumat
BZA0076,Kursus Pengurusan Tanah Persekutuan Di Negeri Sabah,2024,2,PENGURUSAN,Pengurusan Persekitaran,FT19,F,Sistem Maklumat
CCA0014,PENGGUNAAN APLIKASI MUDAH ALIH GOOGLE EARTH DAN AVENZA DALAM PROJEK PERTANIAN,2022,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,F44,F,Sistem Maklumat
DDA0007,Kursus Infografik Pertanian,2022,2,ICT,Produktiviti Desktop,FA32,F,Sistem Maklumat
EAB0002,KURSUS PEMERIKSAAN DAGING SIRI 1 (UPSKILLING-PP),2023,1,VETERINAR,PEMERIKSAAN DAGING,F41,F,Sistem Maklumat
EEA0013,PERAKAUNAN TERIMAAN HASIL KERAJAAN,2022,2,INOVASI DAN KREATIVITI,Pengurusan Harta Intelek,FA29,F,Sistem Maklumat
FZA0006,Kursus Managing Yourself,2021,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),FA32,F,Sistem Maklumat
IIA0014,KURSUS STATISTICAL PACKAGE FOR THE SOCIAL SCIENCE (SPSS),2022,2,PERTANIAN,PENGEMBANGAN PERTANIAN,F44,F,Sistem Maklumat
IIA0023,KURSUS PENGURUSAN TANAMAN CENDAWAN SISIR,2022,1,PERTANIAN,PENGEMBANGAN PERTANIAN,FA29,F,Sistem Maklumat
IIA0046,KURSUS PENGURUSAN TANAMAN DURIAN,2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,FA32,F,Sistem Maklumat
KAA0002,Kursus Keselamatan Dokumen Rasmi,2021,2,PENGURUSAN,Pengurusan Dokumen Rasmi,FA32,F,Sistem Maklumat
KAA0014,Kursus Pentauliahan Pengacaraan Profesional (3P),2023,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,F44,F,Sistem Maklumat
KCA0001,Bengkel Asas Kejuruteraan Keperluan Sistem,2020,3,ICT,Pembangunan Sistem,F41,F,Sistem Maklumat
KCA0002,Bengkel Pengujian: Dari Spesifikasi Keperluan Sistem Kepada Pengujian Sistem,2020,3,ICT,Pembangunan Sistem,F44,F,Sistem Maklumat
KCA0004,Bengkel Pengumpulan Keperluan Bagi Sistem Aplikasi,2020,3,ICT,Pembangunan Sistem,F44,F,Sistem Maklumat
KCA0017,Kursus RBTCS: Certified Data Centre Professional (CDCP),2021,2,ICT,Pengurusan Pusat Data,F44,F,Sistem Maklumat
KCA0024,Kursus RBTCS: Agile Essentials,2021,3,ICT,Pengurusan Projek ICT,F44,F,Sistem Maklumat
KCA0060,Kursus Virtual ISMS Internal Audit,2021,3,ICT,Pengurusan Keselamatan ICT,F44,F,Sistem Maklumat
KCA0063,Kursus Pembangunan Laman Web Berkesan: Siri 1 -  Pembangunan Laman Web Menggunakan Joomla,2021,4,ICT,Pembangunan Sistem,F41,F,Sistem Maklumat
KCA0064,Kursus Pembangunan Laman Web Berkesan: Siri 2 - Kursus Joomla Advance Menggunakan JomShaper & SP Page Builder,2021,3,ICT,Pembangunan Sistem,FA32,F,Sistem Maklumat
KCA0069,"Kursus PHP, MySQL Dan Laravel",2021,3,ICT,Pembangunan Sistem,F41,F,Sistem Maklumat
KCA0070,Kursus Pembangunan Sistem Menggunakan JOGET DX,2022,3,ICT,Pembangunan Sistem,FA29,F,Sistem Maklumat
KCA0072,Bengkel Pengumpulan Keperluan Sistem Penempahan INTAN,2021,2,ICT,Pembangunan Sistem,FA38,F,Sistem Maklumat
KCA0074,Bengkel Pengumpulan Keperluan Application System For Digital Competency Monitoring (ASDCM),2021,1,ICT,Pembangunan Sistem,F41,F,Sistem Maklumat
KCA0087,BENGKEL PERSEDIAAN PERTANDINGAN ANUGERAH INOVASI SERTA KIK HORIZON BAHARU,2022,3,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,F41,F,Sistem Maklumat
KCA0091,Kursus Train of Trainer: Pengurusan Keselamatan dan Insiden Siber,2022,3,ICT,Pengurusan Keselamatan ICT,F44,F,Sistem Maklumat
